Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Order_Date,Delivery_Date,,
439,C037,12,3,12/13/2023,8:56:11,22/12/2023,12:51:06,Hyderabad,Anniversary,13/12/2023,22/12/2023,,
440,C018,13,4,7/3/2023,9:33:31,9/3/2023,1:21:29,Gudivada,Holi,7/3/2023,9/3/2023,,
441,C052,26,2,2/26/2023,11:23:56,6/3/2023,16:38:50,Kurnool,Holi,26/2/2023,6/3/2023,,
442,C023,3,3,8/2/2023,18:03:20,15/2/2023,8:05:39,Khandwa,Valentine's Day,8/2/2023,15/2/2023,,
443,C046,49,3,4/2/2023,22:22:19,13/2/2023,2:16:00,Secunderabad,Valentine's Day,4/2/2023,13/2/2023,,
444,C021,60,3,2/11/2023,1:01:13,9/11/2023,9:54:20,Jalna,Diwali,2/11/2023,9/11/2023,,
445,C047,30,5,6/14/2023,20:08:42,15/6/2023,14:22:27,Karnal,Anniversary,14/6/2023,15/6/2023,,
446,C079,33,5,12/2/2023,2:54:04,15/2/2023,11:03:28,Bokaro,Valentine's Day,12/2/2023,15/2/2023,,
447,C032,47,4,2/27/2023,2:45:34,4/3/2023,15:04:56,Bhilwara,Holi,27/2/2023,4/3/2023,,
448,C086,16,1,2/3/2023,2:42:54,3/3/2023,13:42:24,Bulandshahr,Holi,2/3/2023,3/3/2023,,
449,C045,49,4,2/13/2023,3:18:26,16/2/2023,10:09:41,Ichalkaranji,Valentine's Day,13/2/2023,16/2/2023,,
450,C096,39,5,2/12/2023,7:58:05,12/12/2023,10:09:58,Sri Ganganagar,All Occasions,2/12/2023,12/12/2023,,
451,C079,33,5,7/2/2023,0:16:52,13/2/2023,21:10:57,Ujjain,Valentine's Day,7/2/2023,13/2/2023,,
452,C045,70,3,9/7/2023,19:57:29,17/7/2023,11:42:18,Mahbubnagar,Birthday,9/7/2023,17/7/2023,,
453,C032,27,2,8/21/2023,10:11:39,31/8/2023,12:28:21,Varanasi,Raksha Bandhan,21/8/2023,31/8/2023,,
454,C088,3,2,7/2/2023,23:26:49,9/2/2023,1:21:56,Suryapet,Valentine's Day,7/2/2023,9/2/2023,,
455,C072,1,2,10/20/2023,22:33:50,25/10/2023,18:04:20,Eluru,All Occasions,20/10/2023,25/10/2023,,
456,C071,33,2,12/2/2023,22:51:39,15/2/2023,22:14:06,Nangloi Jat,Valentine's Day,12/2/2023,15/2/2023,,
457,C036,22,5,5/27/2023,13:55:39,29/5/2023,16:38:25,Mirzapur,All Occasions,27/5/2023,29/5/2023,,
458,C054,32,2,7/19/2023,17:21:30,24/7/2023,20:32:44,Ramgarh,Birthday,19/7/2023,24/7/2023,,
459,C093,12,2,3/29/2023,7:24:55,30/3/2023,7:34:31,Ranchi,Anniversary,29/3/2023,30/3/2023,,
460,C007,29,2,4/3/2023,7:58:33,6/3/2023,0:07:26,Kolhapur,Holi,4/3/2023,6/3/2023,,
461,C083,12,4,6/22/2023,8:12:37,27/6/2023,14:52:56,Srinagar,Anniversary,22/6/2023,27/6/2023,,
462,C069,60,5,4/11/2023,18:10:06,13/11/2023,14:20:14,Kirari Suleman Nagar,Diwali,4/11/2023,13/11/2023,,
463,C078,18,3,9/24/2023,22:23:47,30/9/2023,0:52:03,Hazaribagh,Birthday,24/9/2023,30/9/2023,,
464,C014,18,3,5/7/2023,3:04:25,8/7/2023,13:38:45,Buxar,Birthday,5/7/2023,8/7/2023,,
465,C029,55,5,8/23/2023,23:46:12,26/8/2023,13:29:11,Madurai,Raksha Bandhan,23/8/2023,26/8/2023,,
466,C053,23,1,3/10/2023,13:58:22,11/10/2023,9:59:41,Bally,Anniversary,3/10/2023,11/10/2023,,
467,C056,53,1,8/28/2023,14:18:44,2/9/2023,15:20:11,Gandhidham,Raksha Bandhan,28/8/2023,2/9/2023,,
468,C007,5,2,7/25/2023,7:57:26,4/8/2023,1:24:47,Rajahmundry,All Occasions,25/7/2023,4/8/2023,,
469,C051,42,4,12/15/2023,7:06:00,19/12/2023,12:56:49,Kamarhati,All Occasions,15/12/2023,19/12/2023,,
470,C031,47,5,2/28/2023,17:34:04,6/3/2023,15:29:29,Bhavnagar,Holi,28/2/2023,6/3/2023,,
471,C092,23,2,1/31/2023,12:09:01,10/2/2023,5:50:06,Tirunelveli,Anniversary,31/1/2023,10/2/2023,,
472,C015,56,1,12/24/2023,7:32:38,30/12/2023,22:46:18,Khammam,Anniversary,24/12/2023,30/12/2023,,
473,C061,22,3,3/28/2023,8:13:57,4/4/2023,15:44:18,Giridih,All Occasions,28/3/2023,4/4/2023,,
474,C051,1,4,7/2/2023,6:31:59,14/2/2023,2:00:07,Dibrugarh,All Occasions,7/2/2023,14/2/2023,,
475,C099,46,2,4/12/2023,7:21:23,8/12/2023,13:32:22,Jalgaon,Anniversary,4/12/2023,8/12/2023,,
476,C067,40,2,9/18/2023,1:17:18,20/9/2023,17:53:14,Moradabad,Anniversary,18/9/2023,20/9/2023,,
477,C099,33,4,12/2/2023,17:18:09,14/2/2023,3:11:52,Gangtok,Valentine's Day,12/2/2023,14/2/2023,,
478,C003,11,5,8/2/2023,1:11:21,9/2/2023,9:50:19,Ambarnath,Valentine's Day,8/2/2023,9/2/2023,,
479,C071,11,1,7/2/2023,17:48:21,11/2/2023,10:48:13,Ghaziabad,Valentine's Day,7/2/2023,11/2/2023,,
480,C059,62,4,6/3/2023,4:29:31,16/3/2023,22:19:33,Sagar,Holi,6/3/2023,16/3/2023,,
481,C044,12,5,8/21/2023,0:00:53,25/8/2023,18:36:25,Bhiwandi,Anniversary,21/8/2023,25/8/2023,,
482,C050,23,3,5/6/2023,20:33:38,14/6/2023,20:56:35,Ludhiana,Anniversary,5/6/2023,14/6/2023,,
483,C007,59,2,8/28/2023,6:25:03,31/8/2023,5:06:02,Pallavaram,Raksha Bandhan,28/8/2023,31/8/2023,,
484,C034,1,5,5/26/2023,19:03:55,3/6/2023,19:32:17,Morena,All Occasions,26/5/2023,3/6/2023,,
485,C029,43,4,6/11/2023,19:20:24,14/11/2023,19:27:14,Bhubaneswar,Diwali,6/11/2023,14/11/2023,,
486,C030,24,1,7/25/2023,14:34:30,30/7/2023,16:58:35,Ambattur,Birthday,25/7/2023,30/7/2023,,
487,C053,51,1,5/1/2023,16:46:57,9/1/2023,4:28:18,Sasaram,All Occasions,5/1/2023,9/1/2023,,
488,C025,21,4,8/28/2023,22:13:30,29/8/2023,5:26:49,Nizamabad,Raksha Bandhan,28/8/2023,29/8/2023,,
489,C072,10,1,8/28/2023,22:26:56,2/9/2023,4:30:46,Kirari Suleman Nagar,Birthday,28/8/2023,2/9/2023,,
490,C075,2,1,12/2/2023,12:28:03,14/2/2023,12:27:19,Eluru,Valentine's Day,12/2/2023,14/2/2023,,
491,C095,30,1,10/24/2023,6:14:34,2/11/2023,22:59:20,Muzaffarnagar,Anniversary,24/10/2023,2/11/2023,,
492,C047,33,2,4/2/2023,13:54:25,13/2/2023,12:04:33,Salem,Valentine's Day,4/2/2023,13/2/2023,,
493,C035,11,1,5/2/2023,22:11:24,6/2/2023,15:43:11,Gopalpur,Valentine's Day,5/2/2023,6/2/2023,,
494,C082,7,4,2/28/2023,3:11:22,8/3/2023,19:06:48,Rewa,Holi,28/2/2023,8/3/2023,,
495,C007,20,1,8/28/2023,17:42:29,29/8/2023,22:51:31,Pimpri-Chinchwad,Anniversary,28/8/2023,29/8/2023,,
496,C021,11,4,9/2/2023,14:31:57,16/2/2023,13:05:41,Sambhal,Valentine's Day,9/2/2023,16/2/2023,,
497,C081,64,2,8/29/2023,20:14:01,1/9/2023,4:42:56,Alwar,Raksha Bandhan,29/8/2023,1/9/2023,,
498,C100,19,4,2/13/2023,21:34:44,20/2/2023,21:14:24,Bhusawal,Valentine's Day,13/2/2023,20/2/2023,,
499,C031,59,1,8/27/2023,12:09:20,2/9/2023,10:03:32,Ichalkaranji,Raksha Bandhan,27/8/2023,2/9/2023,,
500,C013,61,2,6/29/2023,10:07:52,5/7/2023,12:14:25,Bongaigaon,Anniversary,29/6/2023,5/7/2023,,
501,C066,46,2,2/9/2023,16:27:41,8/9/2023,7:33:36,Navi Mumbai,Anniversary,2/9/2023,8/9/2023,,
502,C099,22,5,6/24/2023,5:33:20,30/6/2023,0:55:44,Munger,All Occasions,24/6/2023,30/6/2023,,
503,C020,34,1,8/29/2023,20:45:45,6/9/2023,7:49:54,Dehri,Raksha Bandhan,29/8/2023,6/9/2023,,
504,C058,25,1,7/14/2023,13:04:42,24/7/2023,5:20:36,Meerut,Anniversary,14/7/2023,24/7/2023,,
505,C028,45,3,2/6/2023,13:19:25,5/6/2023,1:59:32,Allahabad,Birthday,2/6/2023,5/6/2023,,
506,C058,55,4,8/27/2023,8:52:04,2/9/2023,11:43:24,Thrissur,Raksha Bandhan,27/8/2023,2/9/2023,,
507,C028,13,4,7/3/2023,0:28:11,13/3/2023,20:11:36,Malda,Holi,7/3/2023,13/3/2023,,
508,C035,69,1,2/26/2023,17:29:28,4/3/2023,7:11:06,Varanasi,Holi,26/2/2023,4/3/2023,,
509,C003,13,5,5/3/2023,12:48:55,9/3/2023,7:47:16,Uluberia,Holi,5/3/2023,9/3/2023,,
510,C017,54,5,8/12/2023,13:00:05,17/12/2023,6:14:47,Panipat,Anniversary,8/12/2023,17/12/2023,,
511,C055,47,2,2/27/2023,12:58:05,4/3/2023,0:46:11,Dibrugarh,Holi,27/2/2023,4/3/2023,,
512,C008,41,1,5/11/2023,2:42:41,11/11/2023,13:10:40,Ranchi,Diwali,5/11/2023,11/11/2023,,
513,C088,1,4,3/27/2023,9:57:32,2/4/2023,13:56:41,Nandyal,All Occasions,27/3/2023,2/4/2023,,
514,C090,24,1,1/1/2023,9:56:10,9/1/2023,17:56:52,Allahabad,Birthday,1/1/2023,9/1/2023,,
515,C078,14,5,10/21/2023,23:22:39,27/10/2023,14:59:49,Unnao,Birthday,21/10/2023,27/10/2023,,
516,C020,22,2,5/7/2023,20:52:56,6/7/2023,1:06:20,Gaya,All Occasions,5/7/2023,6/7/2023,,
517,C064,60,5,9/11/2023,1:01:13,17/11/2023,19:04:55,Aligarh,Diwali,9/11/2023,17/11/2023,,
518,C045,45,3,9/4/2023,4:46:41,15/4/2023,19:40:46,Ahmednagar,Birthday,9/4/2023,15/4/2023,,
519,C014,52,4,7/2/2023,23:10:38,15/2/2023,6:40:20,Hindupur,Valentine's Day,7/2/2023,15/2/2023,,
520,C026,14,5,7/4/2023,4:43:51,8/4/2023,8:21:40,Mysore,Birthday,7/4/2023,8/4/2023,,
521,C062,33,5,4/2/2023,21:00:17,8/2/2023,2:28:38,Noida,Valentine's Day,4/2/2023,8/2/2023,,
522,C011,50,3,2/27/2023,21:04:28,8/3/2023,1:34:50,Avadi,Holi,27/2/2023,8/3/2023,,
523,C071,30,3,2/7/2023,13:37:08,9/7/2023,15:38:36,Muzaffarpur,Anniversary,2/7/2023,9/7/2023,,
524,C084,45,1,8/15/2023,13:54:54,22/8/2023,12:29:47,Jalandhar,Birthday,15/8/2023,22/8/2023,,
525,C033,16,2,2/3/2023,20:06:08,11/3/2023,22:22:35,Bhagalpur,Holi,2/3/2023,11/3/2023,,
526,C008,13,5,2/3/2023,6:06:20,8/3/2023,1:35:05,Bangalore,Holi,2/3/2023,8/3/2023,,
527,C036,33,3,11/2/2023,12:51:40,19/2/2023,15:58:07,Bardhaman,Valentine's Day,11/2/2023,19/2/2023,,
528,C001,27,3,8/27/2023,5:01:16,30/8/2023,17:03:43,Tirunelveli,Raksha Bandhan,27/8/2023,30/8/2023,,
529,C013,64,2,8/25/2023,15:47:28,28/8/2023,14:05:18,Madurai,Raksha Bandhan,25/8/2023,28/8/2023,,
530,C008,5,2,8/19/2023,10:45:21,27/8/2023,0:23:56,Delhi,All Occasions,19/8/2023,27/8/2023,,
531,C029,28,5,8/29/2023,13:32:08,7/9/2023,8:43:11,Dehradun,Raksha Bandhan,29/8/2023,7/9/2023,,
532,C036,30,5,2/9/2023,13:25:06,10/9/2023,2:55:07,Bharatpur,Anniversary,2/9/2023,10/9/2023,,
533,C006,14,3,4/18/2023,7:19:52,20/4/2023,17:43:45,Raurkela Industrial Township,Birthday,18/4/2023,20/4/2023,,
534,C061,31,2,11/27/2023,3:40:16,4/12/2023,11:22:37,Naihati,All Occasions,27/11/2023,4/12/2023,,
535,C017,25,3,8/7/2023,21:59:28,11/7/2023,6:30:40,Saharsa,Anniversary,8/7/2023,11/7/2023,,
536,C048,59,3,8/25/2023,15:14:52,30/8/2023,11:13:10,Kota,Raksha Bandhan,25/8/2023,30/8/2023,,
537,C064,42,3,10/17/2023,6:19:24,25/10/2023,3:09:08,Korba,All Occasions,17/10/2023,25/10/2023,,
538,C097,24,5,5/18/2023,13:09:06,19/5/2023,22:36:16,Ghaziabad,Birthday,18/5/2023,19/5/2023,,
539,C056,20,3,9/6/2023,15:39:18,16/6/2023,14:17:05,Jehanabad,Anniversary,9/6/2023,16/6/2023,,
540,C082,22,4,6/9/2023,19:07:35,9/9/2023,1:26:00,Morbi,All Occasions,6/9/2023,9/9/2023,,
541,C007,24,3,11/13/2023,5:51:09,16/11/2023,22:56:34,Sasaram,Birthday,13/11/2023,16/11/2023,,
542,C051,54,5,7/7/2023,19:41:20,12/7/2023,9:52:12,Satara,Anniversary,7/7/2023,12/7/2023,,
543,C023,51,4,12/2/2023,21:51:10,17/2/2023,11:53:09,Saharanpur,All Occasions,12/2/2023,17/2/2023,,
544,C030,29,2,1/3/2023,2:31:54,11/3/2023,9:33:52,Belgaum,Holi,1/3/2023,11/3/2023,,
545,C083,9,5,8/20/2023,1:54:52,26/8/2023,8:07:19,Ratlam,Raksha Bandhan,20/8/2023,26/8/2023,,
546,C064,25,3,2/2/2023,22:04:53,11/2/2023,10:00:07,Motihari,Anniversary,2/2/2023,11/2/2023,,
547,C088,30,5,10/1/2023,2:30:12,19/1/2023,13:56:41,Ahmedabad,Anniversary,10/1/2023,19/1/2023,,
548,C012,25,2,2/21/2023,12:32:50,22/2/2023,19:47:44,Gorakhpur,Anniversary,21/2/2023,22/2/2023,,
549,C021,64,1,8/22/2023,19:29:43,1/9/2023,2:29:10,Erode,Raksha Bandhan,22/8/2023,1/9/2023,,
550,C023,29,5,2/27/2023,19:28:12,5/3/2023,17:03:39,Bettiah,Holi,27/2/2023,5/3/2023,,
551,C088,67,1,4/19/2023,20:43:42,23/4/2023,15:25:04,Kurnool,Anniversary,19/4/2023,23/4/2023,,
552,C064,31,3,10/5/2023,18:59:31,11/5/2023,17:09:07,Tezpur,All Occasions,10/5/2023,11/5/2023,,
553,C084,39,2,8/22/2023,1:22:41,26/8/2023,7:43:27,Alwar,All Occasions,22/8/2023,26/8/2023,,
554,C045,29,4,2/28/2023,20:25:07,3/3/2023,16:49:01,Sangli-Miraj & Kupwad,Holi,28/2/2023,3/3/2023,,
555,C100,56,4,6/28/2023,12:05:43,30/6/2023,17:58:12,Ratlam,Anniversary,28/6/2023,30/6/2023,,
556,C073,17,1,12/13/2023,15:34:22,21/12/2023,15:49:48,Cuttack,Anniversary,13/12/2023,21/12/2023,,
557,C039,47,3,1/3/2023,3:00:42,8/3/2023,2:10:39,Kavali,Holi,1/3/2023,8/3/2023,,
558,C091,64,3,8/22/2023,0:42:58,25/8/2023,0:24:52,Muzaffarpur,Raksha Bandhan,22/8/2023,25/8/2023,,
559,C084,45,1,12/19/2023,16:37:11,26/12/2023,18:35:43,Mau,Birthday,19/12/2023,26/12/2023,,
560,C019,39,2,4/8/2023,12:52:20,9/8/2023,9:50:53,Avadi,All Occasions,4/8/2023,9/8/2023,,
561,C099,49,5,12/2/2023,12:24:35,21/2/2023,17:23:34,Ghaziabad,Valentine's Day,12/2/2023,21/2/2023,,
562,C066,24,4,9/8/2023,9:18:20,16/8/2023,1:34:07,Ranchi,Birthday,9/8/2023,16/8/2023,,
563,C077,58,5,11/2/2023,11:43:18,19/2/2023,5:04:29,Jorhat,Valentine's Day,11/2/2023,19/2/2023,,
564,C007,40,1,7/4/2023,0:40:20,15/4/2023,6:06:57,Gandhinagar,Anniversary,7/4/2023,15/4/2023,,
565,C011,50,3,6/3/2023,17:28:16,14/3/2023,13:12:47,Mehsana,Holi,6/3/2023,14/3/2023,,
566,C054,42,4,12/5/2023,12:48:03,14/5/2023,20:36:32,Patna,All Occasions,12/5/2023,14/5/2023,,
567,C090,66,1,6/3/2023,6:11:59,15/3/2023,18:57:04,Unnao,Holi,6/3/2023,15/3/2023,,
568,C056,10,1,6/29/2023,20:55:39,8/7/2023,13:16:14,Bhubaneswar,Birthday,29/6/2023,8/7/2023,,
569,C027,53,2,8/28/2023,14:00:43,4/9/2023,17:56:22,Purnia,Raksha Bandhan,28/8/2023,4/9/2023,,
570,C056,69,3,2/28/2023,11:25:04,9/3/2023,0:53:55,Satna,Holi,28/2/2023,9/3/2023,,
571,C046,6,1,2/28/2023,9:38:25,9/3/2023,4:26:01,Bhatpara,Holi,28/2/2023,9/3/2023,,
572,C060,25,5,4/6/2023,15:48:37,10/6/2023,10:11:48,Kamarhati,Anniversary,4/6/2023,10/6/2023,,
573,C040,3,5,8/2/2023,2:52:06,14/2/2023,2:57:06,Thane,Valentine's Day,8/2/2023,14/2/2023,,
574,C064,29,3,2/3/2023,23:57:06,6/3/2023,21:45:12,Kozhikode,Holi,2/3/2023,6/3/2023,,
575,C076,49,2,6/2/2023,13:24:32,9/2/2023,14:55:08,Kota,Valentine's Day,6/2/2023,9/2/2023,,
576,C074,53,4,8/20/2023,7:04:37,26/8/2023,8:01:59,Aurangabad,Raksha Bandhan,20/8/2023,26/8/2023,,
577,C008,20,4,10/28/2023,14:51:26,5/11/2023,18:50:45,Hazaribagh,Anniversary,28/10/2023,5/11/2023,,
578,C008,18,4,7/31/2023,18:27:40,6/8/2023,16:43:25,Warangal,Birthday,31/7/2023,6/8/2023,,
579,C092,29,2,7/3/2023,21:38:40,14/3/2023,10:45:06,Maheshtala,Holi,7/3/2023,14/3/2023,,
580,C093,24,4,6/16/2023,22:03:12,20/6/2023,12:25:42,Bhatpara,Birthday,16/6/2023,20/6/2023,,
581,C082,18,2,2/7/2023,2:08:23,11/7/2023,14:56:59,Anand,Birthday,2/7/2023,11/7/2023,,
582,C019,3,4,4/2/2023,18:30:31,5/2/2023,19:16:41,Latur,Valentine's Day,4/2/2023,5/2/2023,,
583,C025,56,4,9/18/2023,16:47:25,22/9/2023,19:58:33,Hosur,Anniversary,18/9/2023,22/9/2023,,
584,C089,34,2,8/23/2023,7:39:30,27/8/2023,16:10:28,Eluru,Raksha Bandhan,23/8/2023,27/8/2023,,
585,C013,63,5,4/26/2023,18:32:41,1/5/2023,1:52:06,Bhubaneswar,All Occasions,26/4/2023,1/5/2023,,
586,C068,64,5,8/27/2023,21:04:38,4/9/2023,16:30:39,Bilaspur,Raksha Bandhan,27/8/2023,4/9/2023,,
587,C018,43,1,2/11/2023,0:51:24,3/11/2023,10:41:06,Panchkula,Diwali,2/11/2023,3/11/2023,,
588,C056,49,5,4/2/2023,6:37:00,5/2/2023,21:21:57,Kishanganj,Valentine's Day,4/2/2023,5/2/2023,,
589,C093,40,3,9/12/2023,21:23:17,19/12/2023,1:21:34,Lucknow,Anniversary,9/12/2023,19/12/2023,,
590,C006,23,2,1/19/2023,21:36:21,23/1/2023,5:53:50,Durg,Anniversary,19/1/2023,23/1/2023,,
591,C002,31,3,6/7/2023,12:56:00,14/7/2023,0:00:51,Surat,All Occasions,6/7/2023,14/7/2023,,
592,C007,47,5,7/3/2023,3:27:03,11/3/2023,21:41:23,Phusro,Holi,7/3/2023,11/3/2023,,
593,C016,58,3,5/2/2023,17:30:40,12/2/2023,9:34:03,Bhilai,Valentine's Day,5/2/2023,12/2/2023,,
594,C060,20,2,5/26/2023,21:26:03,1/6/2023,4:59:28,Varanasi,Anniversary,26/5/2023,1/6/2023,,
595,C022,51,4,8/11/2023,13:49:19,15/11/2023,4:06:31,Dhanbad,All Occasions,8/11/2023,15/11/2023,,
596,C046,50,1,5/3/2023,14:57:41,14/3/2023,17:58:44,Tiruppur,Holi,5/3/2023,14/3/2023,,
597,C074,16,1,1/3/2023,1:05:53,6/3/2023,2:49:44,Pimpri-Chinchwad,Holi,1/3/2023,6/3/2023,,
598,C054,37,3,11/11/2023,2:51:23,18/11/2023,21:53:27,Ratlam,Diwali,11/11/2023,18/11/2023,,
599,C004,34,1,8/21/2023,19:32:24,24/8/2023,12:13:52,Naihati,Raksha Bandhan,21/8/2023,24/8/2023,,
600,C095,47,4,7/3/2023,21:24:39,9/3/2023,15:17:19,Shimla,Holi,7/3/2023,9/3/2023,,
601,C030,1,4,3/14/2023,2:37:47,18/3/2023,3:37:12,Raurkela Industrial Township,All Occasions,14/3/2023,18/3/2023,,
602,C042,43,5,2/11/2023,10:17:25,11/11/2023,6:02:00,Buxar,Diwali,2/11/2023,11/11/2023,,
603,C079,8,3,5/29/2023,5:23:57,7/6/2023,15:14:45,Tiruvottiyur,Anniversary,29/5/2023,7/6/2023,,
604,C069,39,3,1/31/2023,19:54:56,3/2/2023,21:24:38,Tadipatri,All Occasions,31/1/2023,3/2/2023,,
605,C068,45,2,12/21/2023,22:21:06,25/12/2023,20:49:33,Kakinada,Birthday,21/12/2023,25/12/2023,,
606,C047,3,5,8/2/2023,2:13:13,17/2/2023,7:31:32,Sambalpur,Valentine's Day,8/2/2023,17/2/2023,,
607,C028,50,3,3/3/2023,1:50:25,5/3/2023,9:52:56,Bidhannagar,Holi,3/3/2023,5/3/2023,,
608,C030,55,5,8/28/2023,20:30:15,1/9/2023,7:14:20,Etawah,Raksha Bandhan,28/8/2023,1/9/2023,,
609,C024,25,5,10/27/2023,11:08:56,28/10/2023,23:46:55,Hazaribagh,Anniversary,27/10/2023,28/10/2023,,
610,C068,5,3,3/1/2023,17:25:41,5/1/2023,0:11:36,Sirsa,All Occasions,3/1/2023,5/1/2023,,
611,C056,28,2,8/22/2023,21:17:50,28/8/2023,3:27:30,Latur,Raksha Bandhan,22/8/2023,28/8/2023,,
612,C075,26,1,2/3/2023,10:22:25,8/3/2023,12:39:50,Shivpuri,Holi,2/3/2023,8/3/2023,,
613,C063,4,5,10/11/2023,17:54:34,14/11/2023,19:18:27,Gwalior,Diwali,10/11/2023,14/11/2023,,
614,C089,26,1,3/3/2023,15:36:13,7/3/2023,18:51:41,Aizawl,Holi,3/3/2023,7/3/2023,,
615,C020,28,3,8/25/2023,21:11:09,1/9/2023,6:10:16,Allahabad,Raksha Bandhan,25/8/2023,1/9/2023,,
616,C006,44,5,8/11/2023,23:57:57,12/11/2023,19:20:59,Phagwara,Diwali,8/11/2023,12/11/2023,,
617,C083,22,1,2/19/2023,2:53:42,28/2/2023,17:01:34,Uluberia,All Occasions,19/2/2023,28/2/2023,,
618,C073,60,4,5/11/2023,16:09:13,15/11/2023,17:21:36,Lucknow,Diwali,5/11/2023,15/11/2023,,
619,C091,35,1,6/3/2023,7:18:46,16/3/2023,3:17:33,Patiala,Holi,6/3/2023,16/3/2023,,
620,C074,67,3,11/7/2023,22:23:01,18/7/2023,1:24:50,Chapra,Anniversary,11/7/2023,18/7/2023,,
621,C070,64,3,8/20/2023,7:17:03,28/8/2023,1:32:49,Ahmedabad,Raksha Bandhan,20/8/2023,28/8/2023,,
622,C084,4,4,8/11/2023,14:13:32,9/11/2023,15:59:02,Bhiwandi,Diwali,8/11/2023,9/11/2023,,
623,C045,37,2,8/11/2023,13:37:50,18/11/2023,14:25:39,Lucknow,Diwali,8/11/2023,18/11/2023,,
624,C024,53,5,8/29/2023,9:19:59,1/9/2023,8:29:54,Ambala,Raksha Bandhan,29/8/2023,1/9/2023,,
625,C089,63,5,2/23/2023,21:15:42,4/3/2023,2:46:06,Belgaum,All Occasions,23/2/2023,4/3/2023,,
626,C024,40,5,9/23/2023,15:12:58,27/9/2023,8:14:22,Bellary,Anniversary,23/9/2023,27/9/2023,,
627,C024,51,4,5/2/2023,4:30:25,8/2/2023,23:38:12,Sirsa,All Occasions,5/2/2023,8/2/2023,,
628,C061,11,5,10/2/2023,21:50:27,13/2/2023,21:07:46,Ongole,Valentine's Day,10/2/2023,13/2/2023,,
629,C032,28,5,8/27/2023,9:09:01,4/9/2023,15:31:23,Sangli-Miraj & Kupwad,Raksha Bandhan,27/8/2023,4/9/2023,,
630,C071,67,3,2/21/2023,21:37:47,1/3/2023,18:53:08,Karimnagar,Anniversary,21/2/2023,1/3/2023,,
631,C044,32,4,4/13/2023,21:41:50,17/4/2023,3:45:03,Gopalpur,Birthday,13/4/2023,17/4/2023,,
632,C075,51,1,11/7/2023,22:35:01,12/7/2023,11:32:50,Adoni,All Occasions,11/7/2023,12/7/2023,,
633,C031,52,5,10/2/2023,14:44:42,15/2/2023,5:12:46,Surat,Valentine's Day,10/2/2023,15/2/2023,,
634,C038,57,3,7/5/2023,6:36:16,11/5/2023,13:43:49,Fatehpur,Birthday,7/5/2023,11/5/2023,,
635,C095,67,1,12/11/2023,18:37:11,22/11/2023,7:23:32,Navi Mumbai,Anniversary,12/11/2023,22/11/2023,,
636,C067,53,2,8/25/2023,7:18:26,2/9/2023,3:33:45,Panipat,Raksha Bandhan,25/8/2023,2/9/2023,,
637,C056,51,3,12/3/2023,19:29:26,20/3/2023,22:34:14,Darbhanga,All Occasions,12/3/2023,20/3/2023,,
638,C060,39,1,4/23/2023,2:13:33,27/4/2023,2:51:20,Mira-Bhayandar,All Occasions,23/4/2023,27/4/2023,,
639,C098,24,1,5/26/2023,2:36:31,31/5/2023,3:18:25,Amaravati,Birthday,26/5/2023,31/5/2023,,
640,C089,59,3,8/23/2023,6:16:51,31/8/2023,19:07:21,Bathinda,Raksha Bandhan,23/8/2023,31/8/2023,,
641,C063,15,4,5/18/2023,23:59:56,26/5/2023,19:14:55,South Dumdum,Anniversary,18/5/2023,26/5/2023,,
642,C021,44,5,2/11/2023,5:26:04,7/11/2023,0:29:51,Kozhikode,Diwali,2/11/2023,7/11/2023,,
643,C063,35,2,2/26/2023,13:10:24,6/3/2023,20:24:10,Malda,Holi,26/2/2023,6/3/2023,,
644,C050,67,1,1/9/2023,14:54:36,11/9/2023,11:21:18,Parbhani,Anniversary,1/9/2023,11/9/2023,,
645,C033,50,3,2/27/2023,1:46:39,28/2/2023,2:07:11,Danapur,Holi,27/2/2023,28/2/2023,,
646,C015,38,5,5/13/2023,16:30:10,23/5/2023,9:16:58,Morbi,Birthday,13/5/2023,23/5/2023,,
647,C069,21,5,8/25/2023,17:00:25,26/8/2023,1:29:04,Anantapuram,Raksha Bandhan,25/8/2023,26/8/2023,,
648,C040,41,3,5/11/2023,19:06:16,9/11/2023,8:25:00,Chittoor,Diwali,5/11/2023,9/11/2023,,
649,C053,43,3,2/11/2023,3:05:41,11/11/2023,8:55:15,Naihati,Diwali,2/11/2023,11/11/2023,,
650,C077,32,3,2/23/2023,1:54:43,2/3/2023,3:09:36,Guwahati,Birthday,23/2/2023,2/3/2023,,
651,C017,11,4,2/13/2023,2:16:28,19/2/2023,11:55:54,Panihati,Valentine's Day,13/2/2023,19/2/2023,,
652,C032,21,2,8/28/2023,19:41:09,3/9/2023,0:01:31,Phagwara,Raksha Bandhan,28/8/2023,3/9/2023,,
653,C076,17,4,11/29/2023,13:38:07,1/12/2023,5:52:11,Bhilwara,Anniversary,29/11/2023,1/12/2023,,
654,C019,64,2,8/29/2023,4:53:15,2/9/2023,0:41:13,Jhansi,Raksha Bandhan,29/8/2023,2/9/2023,,
655,C015,17,1,8/11/2023,21:19:04,17/11/2023,18:57:37,Jalna,Anniversary,8/11/2023,17/11/2023,,
656,C032,68,2,5/2/2023,18:34:41,6/2/2023,4:46:00,Dehri,Valentine's Day,5/2/2023,6/2/2023,,
